Id,Time,Sat_A_Save,Sat_B_Save,Sat_A_Effort,Sat_B_Effort,Sat_A_Coverage,Sat_B_Coverage,Sat_A_SkillUse,Sat_B_SkillUse,Sat_A_WorkloadBurndown,Sat_B_WorkloadBurndown,Zfearanxiety,Zanger,ZRMIE_sum,walk,teamid,teamplanning_condition,mapa_first,remove,zwalk,zgamingexperience,Zpre_knowledge,Zspatial_ability,filter_$
EG740,13,0,23,33,60,10,32,10,25,.0008,.0227,-.238790279669604,-.407747139783834,.87982275176445,.36,162,0,1,0,-.878132646979582,-.0262935052933022,.775808030652281,-.146368467619967,1
EG740,14,0,21,51,56,14,10,6,37,.0005,.0358,-.238790279669604,-.407747139783834,.87982275176445,.36,162,0,1,0,-.878132646979582,-.0262935052933022,.775808030652281,-.146368467619967,1
EG740,15,0,32,57,48,9,39,38,.023,.0395, ,-.238790279669604,-.407747139783834,.87982275176445,.36,162,0,1,0,-.878132646979582,-.0262935052933022,.775808030652281,-.146368467619967,1
EU081,1,0,0,35,13,260,5,46,22,.0531,.0167,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,2,9,0,48,32,786,300,1,16,.0004,.0129,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,3,0,0,19,40,7,233,21,26,.0193,.0141,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,4,17,0,33,49,26,254,23,30,.0139,.0233,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,5,0,0,43,41,250,420,23,27,.0154,.0182,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,6,8,0,36,47,125,327,38,35,.0398,.0283,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,7,9,0,51,49,546,509,36,30,.0122,.0161,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,8,0,0,47,50,219,289,49,14,.0472,.0012,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,9,33,0,52,49,224,22,1,19,.0011,.0095,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,10,1,0,1,49,0,171,1,4,.0002,.0012,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,11,0,0,1,51,3,22,10,0,.0101,0,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,12,9,0,19,39,12,0,23,4,.0223,.0007,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,13,21,0,49,33,3,12,3,3,.0006,.0009,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,14,0,0,45,53,10,16,9,22,.0085,.0194,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EU081,15,8,18,47,62,1,15,2,.0144,.0003, ,-.238790279669604,-.407747139783834,1.36834311945687,.74,132,1,1,0,2.09931757629747,-1.23417229094913,-.00387904015325758,-.538961923662134,1
EV581,1,0,0,57,54,989,404,41,46,.0443,.0272,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,2,0,0,53,59,798,489,27,33,.0157,.0319,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,3,0,0,55,59,283,575,15,31,.0014,.0253,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,4,0,0,53,55,26,455,31,8,.0377,.0001,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,5,0,0,49,60,678,2,16,42,.0124,.0303,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,6,0,0,59,56,224,545,26,7,.0222,.0006,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,7,7,0,56,52,267,10,25,24,.0216,.0137,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,8,19,0,60,53,29,246,28,33,.0285,.0196,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,9,27,0,53,59,1,352,22,9,.0175,.0009,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,10,9,0,55,55,145,17,40,13,.0476,.0033,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,11,9,0,45,56,686,59,33,9,.0282,.0019,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,12,21,0,44,53,109,35,0,9,0,.0021,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,13,0,0,0,55,0,38,24,2,.0237,.0006,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,14,22,0,44,60,9,11,12,19,.0116,.0067,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV581,15,11,0,62,60,1,41,26,.0549,.0224, ,-.60153276557992,-.407747139783834,-.829998535159005,.4,151,1,0,0,-.56471683400305,1.18158528036252,-.00387904015325758,-.800690894356912,1
EV827,1,0,0,50,50,402,388,29,23,.0347,.0109,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,2,0,0,49,43,625,197,7,2,.0029,.0002,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,3,0,0,59,54,53,3,7,16,.001,.0021,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,4,0,0,45,55,18,38,40,20,.0308,.0001,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,5,0,0,56,59,555,1,47,15,.0255,.0003,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,6,0,0,57,50,459,6,26,9,.0121,0,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,7,0,0,51,40,217,0,17,24,.0023,.0131,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,8,0,0,54,48,41,236,3,27,.0007,.0142,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,9,0,0,57,58,13,256,10,2,.007,.0012,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,10,0,1,59,56,126,2,2,44,.0004,.047,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,11,0,44,42,61,8,12,8,20,.001,.0211,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,12,0,20,49,35,18,0,1,15,.0001,.0158,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,13,0,15,56,57,1,0,1,25,0,.0234,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,14,0,21,52,60,0,24,11,16,.0033,.0119,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EV827,15,0,0,47,63,59,21,24,.0223,.0216, ,-.964275251490235,-.407747139783834,.87982275176445,.48,140,0,1,0,.0621147919500132,.51223661586857,-.00387904015325758,.377089473769589,1
EZ815,1,0,12,56,49,278,290,36,23,.0286,.0223,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,2,9,20,59,42,344,23,23,47,.0288,.0442,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,3,2,34,37,58,480,152,56,38,.0642,.047,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,4,8,11,59,55,1004,638,31,35,.0372,.0329,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,5,18,25,59,56,329,118,36,20,.0352,.0123,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,6,33,3,57,51,8,164,16,38,.0168,.0377,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,7,16,33,58,60,0,54,15,42,.0123,.0358,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,8,9,15,55,57,50,361,22,34,.0213,.0274,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,9,20,12,47,59,4,265,26,10,.0207,.0058,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,10,13,4,57,50,126,29,34,3,.0326,.0012,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,11,9,1,55,56,417,2,14,39,.0105,.0346,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,12,9,30,55,56,18,54,32,22,.0323,.0222,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,13,30,21,52,60,13,2,40,9,.0407,.0095,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,14,36,9,46,60,50,0,54,27,.0561,.0146,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
EZ815,15,52,0,64,62,24,18,26,.0154,.0287, ,-.60153276557992,-.407747139783834,-1.07425871900521,.41,143,0,1,0,-.486362880758918,-.0262935052933022,.775808030652281,.311657231095895,1
FH849,1,0,0,40,20,202,0,39,37,.0371,.0306,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,2,33,0,56,59,42,551,30,24,.0316,.0013,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,3,30,0,58,57,0,23,30,27,.0306,.0133,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,4,29,0,57,56,1,239,38,31,.0393,.0039,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,5,37,0,59,55,6,71,33,60,.0329,.0006,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,6,31,0,52,60,4,10,37,28,.0339,.0182,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,7,31,0,60,58,23,328,9,39,.0069,.0224,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,8,0,0,59,56,125,404,19,37,.018,.0339,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,9,17,0,60,53,2,611,11,26,.0089,.0264,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,10,8,0,58,51,9,476,36,38,.0362,.0313,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,11,34,0,57,51,7,563,1,4,.0003,.0016,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,12,0,0,33,56,6,29,39,17,.0411,.0139,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,13,38,8,56,56,19,99,20,17,.0191,.012,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,14,18,9,56,59,2,45,25,22,.0215,.0189,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FH849,15,20,17,57,64,8,14,0,.0112,0, ,1.21217966397166,-.407747139783834,.391302384072034,.57,157,0,1,0,.76730037114721,-1.772702412111,-.783566110958796,-1.35686495708332,1
FK885,1,0,0,26,51,91,157,42,50,.0449,.0184,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,2,0,0,55,54,808,331,26,14,.0061,.0047,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,3,0,0,57,59,110,84,9,24,.0024,.0073,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,4,0,0,48,53,44,132,30,32,.031,.0008,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,5,25,0,56,60,84,14,31,37,.0256,.0311,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,6,18,0,55,60,119,560,15,9,.0181,.0002,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,7,8,0,52,56,174,3,13,26,.0055,.0168,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,8,1,0,57,58,80,303,19,9,.0191,.0063,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,9,17,0,59,54,21,114,2,11,.0001,.0027,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,10,0,0,47,52,2,48,22,19,.0195,.0053,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,11,16,0,59,52,48,95,28,31,.0261,.0118,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,12,16,0,56,55,166,213,23,29,.0204,.0107,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,13,18,0,59,53,27,193,38,7,.0273,.001,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,14,17,0,54,46,170,18,29,18,.025,.0044,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FK885,15,18,0,58,43,109,6,18,.0051,.0087, ,-.60153276557992,-.407747139783834,-1.56277908669763,.52,117,0,0,1,.375530604926545,-.695642169787253,-.00387904015325758,-1.19328435039908,0
FN193,1,0,0,52,36,791,38,32,43,.018,.0286,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,2,0,0,53,43,324,515,12,42,.0062,.0236,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,3,0,0,48,57,111,424,20,4,.0071,.0007,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,4,0,0,50,57,127,13,25,15,.0099,.0021,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,5,0,0,43,28,178,38,12,0,.0061,0,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,6,0,0,42,0,109,0,2,7,.0006,.0017,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,7,0,0,34,41,10,30,26,20,.0201,.0001,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,8,0,0,52,58,362,1,25,8,.0126,.0008,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,9,0,0,56,46,226,14,27,10,.0062,.0006,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,10,0,0,53,44,112,10,23,14,.0014,.0013,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,11,0,0,53,55,26,23,8,2,.0006,.0003,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,12,0,0,56,53,10,6,16,0,.012,0,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,13,8,0,48,57,64,0,10,38,.0095,.04,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,14,9,38,11,59,1,0,17,35,.017,.0336,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN193,15,16,27,61,60,3,33,11,.0439,.0021, ,.486694692151026,1.57131824599624,.635562567918242,.51,102,1,0,0,.297176651682412,-1.23417229094913,.775808030652281,-.931555379704301,1
FN222,1,0,0,55,57,468,535,36,26,.029,.0116,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,2,0,0,42,45,522,209,15,34,.011,.0158,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,3,0,0,44,49,198,284,16,48,.0089,.0241,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,4,0,0,47,56,161,433,42,8,.0307,.0051,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,5,0,0,53,59,553,92,28,5,.0086,.001,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,6,0,0,58,53,154,18,32,17,.021,.0043,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,7,0,0,54,55,378,78,29,10,.0176,.0016,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,8,0,0,55,48,317,28,10,36,.0033,.0197,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,9,0,0,50,56,60,354,31,29,.0262,.0161,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,10,0,0,49,55,472,290,21,29,.0144,.0146,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,11,0,0,51,49,259,263,2,24,.0004,.0161,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,12,0,0,58,41,7,290,21,11,.0218,.0038,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,13,17,0,58,57,71,68,22,4,.021,.0002,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,14,9,0,58,56,207,4,13,33,.0091,.0241,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
FN222,15,8,0,24,47,13,29,38,.026,.0297, ,-.60153276557992,.581785553106204,-1.80703927054384,.42,122,0,0,0,-.408008927514785,-.0262935052933022,-.00387904015325758,-.604394166335829,1
GE075,1,0,0,17,60,0,803,44,29,.0374,.0313,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,2,0,27,58,46,673,52,19,24,.002,.0237,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,3,0,17,53,58,36,105,17,35,.01,.0368,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,4,0,34,58,58,180,18,9,11,.0095,.0106,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,5,9,10,49,50,0,1,41,17,.0432,.0172,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,6,41,16,56,48,0,7,42,23,.0435,.0242,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,7,41,23,53,59,7,0,10,15,.0063,.0146,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,8,5,13,55,53,19,17,15,13,.0137,.0106,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,9,0,9,50,54,247,21,10,22,.0023,.0208,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,10,0,13,51,60,41,128,0,34,0,.0264,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,11,0,11,47,53,0,267,15,15,.0113,.0109,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,12,8,9,59,45,51,26,35,3,.0318,.0022,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,13,22,2,60,54,156,1,44,19,.0558,.02,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,14,17,19,59,40,682,0,23,44,.0232,.0444,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GE075,15,0,9,64,62,418,0,40,0,.0446, ,-.60153276557992,-.407747139783834,-.0972179836203812,.33,144,1,1,1,-1.11319450671198,1.18158528036252,-.783566110958796,-.0155039822725782,0
GJ738,1,0,0,56,48,45,37,14,26,.0025,.0054,-.60153276557992,-.407747139783834,-1.07425871900521,.58,113,1,0,0,.845654324391343,-.0262935052933022,.775808030652281,.573386201790673,1
