Id,Time,Sat_A_Save,Sat_B_Save,Sat_A_Effort,Sat_B_Effort,Sat_A_Coverage,Sat_B_Coverage,Sat_A_SkillUse,Sat_B_SkillUse,Sat_A_WorkloadBurndown,Sat_B_WorkloadBurndown,Zfearanxiety,Zanger,ZRMIE_sum,walk,teamid,teamplanning_condition,mapa_first,remove,zwalk,zgamingexperience,Zpre_knowledge,Zspatial_ability,filter_$
AE789,1,0,0,56,49,609,80,39,35,.0249,.0204,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,2,0,0,59,56,449,368,35,35,.0224,.0218,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,3,0,0,57,56,404,393,28,13,.0204,.0008,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,4,0,0,48,55,368,14,7,4,.0075,.0002,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,5,0,0,7,58,135,3,0,6,0,.0007,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,6,0,0,0,52,0,13,14,26,.008,.011,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,7,0,0,60,50,144,198,20,3,.0203,.0006,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,8,18,0,38,47,25,10,0,3,0,0,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,9,0,0,0,57,0,0,1,2,.0003,.0007,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,10,0,0,21,40,6,12,17,25,.0179,.0106,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,11,17,0,30,56,0,191,14,18,.0088,.0064,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,12,1,0,55,57,139,116,5,7,.0003,.0043,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,13,0,0,59,14,5,77,16,16,.0168,.003,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,14,16,0,57,40,0,54,38,18,.0375,.0023,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AE789,15,35,0,63,39,11,35,16,.0338,.0044, ,1.21217966397166,-.407747139783834,-.341478167466589,.34,147,1,0,0,-1.03484055346785,.643055159200649,-.00387904015325758,.507953959116979,1
AF209,1,0,0,55,54,48,117,39,39,.0208,.0298,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,2,0,0,55,56,375,536,23,36,.0052,.0216,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,3,0,0,47,57,94,389,12,19,.0052,.0171,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,4,0,0,41,26,93,307,49,1,.0309,.0003,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,5,0,0,59,1,556,6,12,24,.0029,.0031,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,6,0,0,57,55,53,55,5,8,.0011,.0084,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,7,0,8,60,59,19,0,26,47,.008,.0495,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,8,0,47,58,60,144,0,20,18,.0108,.0193,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,9,0,18,58,41,194,6,20,12,.0024,.0116,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,10,0,11,56,45,43,1,1,39,.0001,.0365,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,11,0,31,59,58,2,70,10,32,.0043,.0279,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,12,0,25,59,56,77,29,24,38,.0023,.037,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,13,0,26,58,57,41,174,12,13,0,.0077,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,14,0,0,52,53,0,138,22,29,.0015,.0333,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AF209,15,0,9,60,63,27,12,19,.0027,.0065, ,.123952206240711,-.407747139783834,.147042200225827,.4,105,0,1,0,-.56471683400305,1.18158528036252,.775808030652281,-2.04390350515711,1
AU273,1,0,0,43,52,292,283,34,35,.0272,.0164,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,2,16,0,57,58,187,295,42,22,.046,.0118,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,3,30,0,60,55,259,213,33,25,.0326,.0099,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,4,30,0,59,57,18,179,18,37,.0161,.0243,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,5,15,0,48,55,6,438,25,17,.0263,.0001,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,6,25,0,58,57,0,1,18,9,.0124,0,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,7,0,0,54,56,224,0,18,24,.0189,.0016,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,8,18,0,56,55,0,29,18,21,.0185,.0094,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,9,17,0,59,42,10,170,16,41,.0096,.0178,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,10,0,0,57,54,173,321,24,6,.0217,.0013,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,11,19,0,43,59,30,24,21,12,.0213,.0017,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,12,8,0,57,57,232,31,28,23,.0198,.0068,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,13,8,0,57,46,205,123,0,10,0,.0002,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,14,0,0,2,52,0,4,35,19,.0321,.0047,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AU273,15,26,0,62,59,86,13,22,.0162,.0157, ,-.238790279669604,-.407747139783834,.635562567918242,.38,130,0,1,0,-.721424740491316,1.18158528036252,.775808030652281,1.35857311387501,1
AW548,1,0,7,29,41,4,4,49,24,.0446,.0213,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,2,33,17,59,54,178,62,38,24,.0362,.0204,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,3,34,16,59,56,7,64,28,23,.0228,.0182,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,4,11,0,57,55,202,327,32,36,.0274,.0363,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,5,0,33,56,58,494,28,39,30,.0355,.0268,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,6,23,25,56,51,203,8,43,31,.0453,.0286,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,7,43,25,60,57,0,42,21,20,.0186,.0165,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,8,17,9,60,50,13,127,17,31,.015,.0289,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,9,14,27,57,59,5,9,27,55,.0215,.0579,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,10,18,55,58,60,46,0,15,9,.0139,.0085,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,11,8,8,60,58,99,1,27,20,.0274,.0114,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,12,25,8,60,58,19,53,23,36,.0242,.0289,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,13,23,9,60,52,0,349,25,41,.0186,.0384,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,14,16,25,55,58,32,218,29,19,.0288,.0181,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AW548,15,27,17,61,54,6,1,10,.0002,.0076, ,-.60153276557992,-.407747139783834,-.0972179836203812,.45,146,0,0,0,-.172947067782385,.51223661586857,.775808030652281,-.408097438314745,1
AZ724,1,0,0,58,55,823,357,42,28,.0092,.0316,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,2,0,0,59,60,166,569,27,27,.0066,.0224,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,3,0,0,57,59,119,404,8,45,.0084,.0409,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,4,8,0,56,58,0,737,46,61,.0484,.0286,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,5,46,0,58,61,0,514,44,48,.0463,.0146,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,6,44,0,60,60,0,263,41,8,.0432,0,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,7,41,0,60,57,0,0,9,7,.0085,.0001,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,8,8,0,59,57,1,2,0,16,0,.0033,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,9,0,0,55,45,0,60,34,10,.0358,.0014,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,10,34,0,60,52,0,26,24,13,.0214,.0111,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,11,17,0,58,43,63,200,43,21,.0488,.0146,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,12,8,0,54,45,726,262,35,15,.0342,.0009,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,13,1,0,56,54,596,17,17,5,.017,.0002,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,14,16,0,42,57,2,3,28,5,.0292,.0032,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
AZ724,15,20,0,63,51,147,35,32,.0457,.0198, ,-.964275251490235,6.51898171044643,.147042200225827,.5,119,0,1,0,.218822698438279,1.18158528036252,-.00387904015325758,-.342665195641051,1
BC276,1,0,0,57,52,417,44,34,34,.031,.0241,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,2,17,0,42,55,236,433,35,35,.0303,.0227,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,3,0,0,59,50,545,408,28,47,.0316,.0386,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,4,1,0,41,56,550,694,1,35,.0004,.0193,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,5,0,0,22,57,7,347,14,23,.01,.0069,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,6,8,0,44,52,28,125,39,10,.0244,.0069,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,7,0,6,57,59,439,10,36,26,.0351,.0265,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,8,33,25,57,58,6,4,36,20,.0361,.0193,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,9,34,18,59,56,6,6,14,7,.0078,.0011,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,10,1,0,55,56,121,19,16,19,.0104,.0199,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,11,0,17,58,54,187,36,18,0,.0189,0,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,12,18,0,36,40,0,0,20,1,.0158,.0002,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,13,9,0,46,55,113,4,13,35,.011,.0297,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,14,7,26,37,56,65,42,30,30,.0275,.0317,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BC276,15,23,24,47,63,60,24,8,.0232,.0024, ,3.75137706534386,.581785553106204,-1.31851890285142,.39,132,1,1,0,-.643070787247183,-.0262935052933022,.775808030652281,-.277232952967356,1
BJ629,1,0,0,48,48,762,411,52,38,.0551,.0239,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,2,0,0,58,60,992,430,44,21,.0319,.007,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,3,0,0,59,56,574,126,37,26,.0227,.0046,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,4,0,0,51,54,409,83,60,6,0,.0018,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,5,0,0,60,49,0,33,49,6,.0012,.0007,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,6,0,0,56,58,21,12,31,25,.0088,.0252,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,7,0,23,55,56,159,18,26,13,.0264,.0113,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,8,25,5,59,46,1,108,9,20,.0086,.0197,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,9,8,18,52,55,3,13,5,20,.001,.0198,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,10,0,15,55,59,18,72,22,32,.0112,.0255,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,11,0,0,54,57,202,459,10,7,.0096,.0014,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,12,9,0,59,48,2,26,12,13,.0006,.0104,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,13,0,8,57,47,10,35,4,18,.002,.0148,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,14,0,8,55,56,36,114,15,34,.0026,.0359,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BJ629,15,0,17,30,61,47,32,25,.0423,.0228, ,1.57492214988197,-.407747139783834,-.829998535159005,.48,103,0,1,0,.0621147919500132,1.18158528036252,-.783566110958796,-3.352548358631,1
BL694,1,0,0,4,43,0,9,0,33,0,.0097,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,2,0,0,0,56,0,174,17,6,.0088,.0017,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,3,0,0,54,50,159,30,46,16,.032,.0032,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,4,0,0,57,53,576,58,31,18,.0204,.0062,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,5,0,0,55,43,367,111,18,29,.0064,.0161,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,6,0,0,55,50,115,289,27,22,.0118,.0043,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,7,0,0,56,52,213,78,32,33,.0162,.0215,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,8,0,0,57,52,292,387,8,0,.0009,0,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,9,0,0,53,56,17,0,22,18,.0135,.0096,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,10,0,0,57,50,243,173,20,24,.0153,.0095,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,11,0,0,54,57,276,171,28,20,.0299,.0008,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,12,0,0,58,52,538,15,47,13,.0204,.0029,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,13,0,0,60,50,367,52,9,2,.0012,.0001,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,14,0,0,47,48,21,2,30,6,.0013,.0002,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BL694,15,0,0,59,51,24,0,7,0,.0005, ,.123952206240711,-.407747139783834,-.341478167466589,.42,160,0,0,0,-.408008927514785,-1.23417229094913,-.00387904015325758,-1.32414883574647,1
BP399,1,0,0,40,48,0,441,18,43,.0009,.0312,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,2,0,0,57,59,16,562,37,28,.0072,.0194,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,3,0,0,46,53,130,350,17,41,.0064,.0213,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,4,0,0,59,58,116,384,27,45,.0006,.0293,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,5,0,0,54,59,10,528,21,23,.0004,.001,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,6,0,0,55,59,8,18,5,37,0,.029,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,7,0,0,48,60,0,522,14,19,.001,.0168,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,8,0,15,49,60,18,19,26,24,.0066,.0233,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,9,0,20,56,54,118,41,41,29,.0177,.0268,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,10,0,17,57,59,319,161,18,26,.0061,.0224,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,11,0,8,47,56,110,251,0,25,0,.021,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,12,0,9,59,55,0,208,12,16,.0006,.0121,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,13,0,10,46,37,11,29,9,22,.0026,.0175,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,14,0,16,58,54,46,12,23,18,.0017,.0148,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BP399,15,0,12,57,55,31,0,26,0,.0245, ,.123952206240711,.581785553106204,1.36834311945687,.55,130,0,1,0,.610592464658944,.51223661586857,.775808030652281,1.03141190050653,1
BR758,1,0,0,54,51,42,329,31,47,.0144,.0308,.849437178061341,-.407747139783834,.391302384072034,.45,140,0,1,0,-.172947067782385,1.18158528036252,.775808030652281,.573386201790673,1
BR758,2,0,0,54,54,260,555,26,38,.0156,.0253,.849437178061341,-.407747139783834,.391302384072034,.45,140,0,1,0,-.172947067782385,1.18158528036252,.775808030652281,.573386201790673,1
BR758,3,0,0,52,51,280,455,25,30,.0153,.0128,.849437178061341,-.407747139783834,.391302384072034,.45,140,0,1,0,-.172947067782385,1.18158528036252,.775808030652281,.573386201790673,1
BR758,4,0,0,48,50,276,231,34,16,.0213,.0151,.849437178061341,-.407747139783834,.391302384072034,.45,140,0,1,0,-.172947067782385,1.18158528036252,.775808030652281,.573386201790673,1
BR758,5,0,14,52,60,384,6,32,20,.0155,.0202,.849437178061341,-.407747139783834,.391302384072034,.45,140,0,1,0,-.172947067782385,1.18158528036252,.775808030652281,.573386201790673,1
BR758,6,0,18,54,40,279,22,13,0,.0082,0,.849437178061341,-.407747139783834,.391302384072034,.45,140,0,1,0,-.172947067782385,1.18158528036252,.775808030652281,.573386201790673,1
